Document;TfIdfWords
01126;{'CYSTIC': 0.00823557985194521, 'FIBROSIS': 0.00805977101590679, 'PATIENTS': 0.016613012294845762, 'CONTROL': 0.05515503987729159, 'LEVELS': 0.12670784628380136, 'NORMAL': 0.036322753220444294, 'SUBJECTS': 0.06797642720679513, 'SCREENING': 0.08745107070532747, 'NEONATAL': 0.13162898743370263, 'SMALL': 0.08501477253439897, 'SUITABLE': 0.1253580282005104, 'TRYPSIN': 0.3200268657806918, 'BLOOD': 0.1573457423190048, 'FINDINGS': 0.07711782398578165, 'SEVERAL': 0.08133405267013699, 'THEREFORE': 0.0934882966125418, 'GREATER': 0.08424312839094987, 'THUS': 0.09009348908120444, 'INCORPORATION': 0.14179843744728476, 'CONFIRMING': 0.16596062145458107, 'SPECIMENS': 0.11464100472779695, 'OLDER': 0.10590397778344815, 'ESTABLISHED': 0.12013758805478647, 'IMMUNOREACTIVE': 0.1470188775930087, 'EARLIER': 0.11895820280532249, 'ASSAY': 0.10590397778344815, 'USES': 0.17165817010439213, 'NEONATES': 0.16596062145458107, 'DIAMETER': 0.17165817010439213, 'DRIED': 0.16596062145458107, 'SPOTS': 0.20029225547545948, 'SCHEMES': 0.20029225547545948}
01127;{'CYSTIC': 0.002440171807983766, 'FIBROSIS': 0.002388080301009419, 'PATIENTS': 0.009844748026575267, 'NORMAL': 0.021524594501004024, 'DISCRIMINATION': 0.10585564804916218, 'USED': 0.041675353552870956, 'THREE': 0.040689344024744806, 'OUTLINED': 0.09083842182293388, 'ACID': 0.08335070710574191, 'BLOOD': 0.04662096068711253, 'GROUPS': 0.04349831786422748, 'SIGNIFICANT': 0.03387962587427596, 'NON': 0.05871618005648746, 'REPORTED': 0.04465095321380564, 'CASES': 0.044993898542828564, 'ATTENTION': 0.07119264477320679, 'WITHOUT': 0.046246836477528835, 'DIFFERENTIAL': 0.08402870367246504, 'EXPERIMENTS': 0.14692611629057403, 'EITHER': 0.05157428226367293, 'CARRIERS': 0.0602287361863813, 'DIFFERENCES': 0.04333935964772024, 'PLASMA': 0.19361948044759325, 'SEPARATE': 0.08888730116260375, 'VOLUMES': 0.07700111808533719, 'ALPHA': 0.10364571342853625, 'SAMPLES': 0.05285192803194981, 'SERIES': 0.07191895427604533, 'GIVEN': 0.05285192803194981, 'SPECIAL': 0.07514772070465234, 'EXACTLY': 0.10585564804916218, 'HEAT': 0.08018353025064569, 'STABILITY': 0.09549239271702473, 'PHOSPHATASE': 0.14857247786727157, 'LARGER': 0.07906085206885986, 'PAPER': 0.13137597386241612, 'PERFORMED': 0.058003841522639384, 'ALLOWED': 0.09549239271702473, 'REPEATED': 0.07191895427604533, 'ASSAY': 0.06275791276056186, 'TECHNICAL': 0.08888730116260375, 'OIL': 0.08402870367246504, 'MANNOSIDASE': 0.18167684364586775, 'FLUORESCENT': 0.10585564804916218, 'PEOPLE': 0.09301958914990394, 'DETAILS': 0.09549239271702473, 'PROCESSED': 0.11118309383530627, 'THERMOLABILITY': 0.11118309383530627, 'HOSLI': 0.305170080185586, 'MRS': 0.11869170694842042, 'PAYING': 0.11869170694842042, 'HOSLIS': 0.11869170694842042, 'PARAFFIN': 0.11869170694842042, 'VOGT': 0.10585564804916218}
01128;{'CYSTIC': 0.002160152092313498, 'FIBROSIS': 0.0021140382992542403, 'PATIENTS': 0.008715022843197777, 'RESULTS': 0.028776915164871807, 'VALUE': 0.05074042902528161, 'LEVELS': 0.06646968985379743, 'LIFE': 0.05165992847857741, 'CHILDREN': 0.021974556934335608, 'LOW': 0.08425901188922601, 'PANCREATIC': 0.10287856041041278, 'MEASURED': 0.042129505944613004, 'MONTHS': 0.052302890989286935, 'ACTIVITY': 0.06390845118940558, 'INFANT': 0.056376028026967256, 'FOUND': 0.024356200952591434, 'TEST': 0.06586062803173398, 'FIRST': 0.042850212885942776, 'USED': 0.0368929359320497, 'TESTS': 0.03983066428381545, 'ALSO': 0.029991799954277084, 'INCREASED': 0.061357073407215156, 'SWEAT': 0.03589908967276388, 'INFANTS': 0.04480412300504307, 'TRYPSIN': 0.055960981994437914, 'BLOOD': 0.04127101437875536, 'PROBLEMS': 0.052302890989286935, 'WOULD': 0.04459791346066831, 'HIGH': 0.03728173145036636, 'AGREE': 0.07098214153335848, 'RESIDUAL': 0.06998829527407267, 'NEWBORN': 0.057239040051318434, 'ENZYME': 0.12910635448998897, 'REMAINS': 0.061808112222941726, 'FINDING': 0.054398520030432586, 'CONSISTENT': 0.05477539737837847, 'SAMPLES': 0.046786952684021145, 'INVESTIGATION': 0.1136037113458447, 'SMALLER': 0.06503287114500818, 'OLDER': 0.0555561850667269, 'STOOL': 0.06576158856420218, 'INDEED': 0.08234521006712808, 'SECRETION': 0.0463251350288294, 'TOOL': 0.07712465709797178, 'PROVED': 0.06433517254797874, 'WHETHER': 0.05263408291252496, 'IMMUNOREACTIVE': 0.07712465709797178, 'DESERVES': 0.09842437814928752, 'ABNORMALLY': 0.06998829527407267, 'WEEK': 0.06998829527407267, 'RESTRICTED': 0.08706130961551795, 'SCREEN': 0.08453424929048091, 'CONTINUE': 0.08041434063013819, 'OUTPUT': 0.08041434063013819, 'DRIED': 0.08706130961551795, 'CONJUNCTION': 0.08453424929048091, 'DESERVE': 0.09842437814928752, 'CENTRES': 0.09842437814928752, 'CROSSLEY': 0.09370827860089767, 'IRT': 0.3936975125971501, 'SPOT': 0.09842437814928752, 'INACCURATE': 0.10507134713466727}
01129;{'CYSTIC': 0.003764836503746382, 'FIBROSIS': 0.0036844667501288184, 'PATIENTS': 0.03037807962486082, 'SERUM': 0.02377742924073505, 'COMPARED': 0.028961793436297453, 'CONTROL': 0.025213732515333296, 'LEVELS': 0.08688538030889235, 'DETERMINED': 0.04183017265541446, 'CHILDREN': 0.038298513514127774, 'ASSOCIATED': 0.03380429867685933, 'DISEASE': 0.01649234809420004, 'VALUES': 0.10103859546048852, 'AGE': 0.14261099156243343, 'ACTIVITY': 0.05569165032219628, 'ADULTS': 0.0854750140457525, 'HEALTHY': 0.040977040731105564, 'CONTROLS': 0.09110424057231749, 'FOUND': 0.021224689401543963, 'DIAGNOSTIC': 0.04321374159812756, 'USED': 0.032149558455071885, 'YEARS': 0.09110424057231749, 'OLD': 0.046769399418365054, 'STUDY': 0.026582176295928663, 'INCREASED': 0.05346830682628749, 'CONCLUDED': 0.05195376361392746, 'GROUP': 0.028180009155022504, 'CHRONIC': 0.030767706648521152, 'EXAMINED': 0.037502322018520606, 'HIGHER': 0.0334332202996699, 'MEAN': 0.07023167018952217, 'SHOW': 0.04321374159812756, 'REPORTED': 0.03444502105065007, 'INCREASE': 0.03686729683893727, 'HIGH': 0.03248836597817639, 'FEEL': 0.061855866193355244, 'DATA': 0.035533983413334136, 'SINCE': 0.035393236321291106, 'LOWER': 0.035115835094761086, 'STUDIES': 0.031818600465335675, 'CONFIRM': 0.053360050368402495, 'COMPARISON': 0.04616140492666797, 'ENZYME': 0.037502322018520606, 'ACTIVITIES': 0.04949875994354661, 'AGED': 0.05438089271100456, 'RECENT': 0.050271148818836264, 'OLDER': 0.04841324698671915, 'CRITERIA': 0.059400862522974406, 'ACCORDING': 0.06017325139826406, 'PUBLISHED': 0.060989800167406176, 'MUCH': 0.04616140492666797, 'UNFORTUNATELY': 0.0784723063334364, 'TEND': 0.06720862975680397, 'ADEQUATE': 0.05730652717737618, 'PRIMARILY': 0.06596561008552355, 'EARLIER': 0.05438089271100456, 'OBSERVATION': 0.051087697587978396, 'COMPARABLE': 0.053360050368402495, 'COLLEAGUES': 0.06720862975680397, 'INAPPROPRIATE': 0.07586771266495135, 'EVALUATE': 0.0554803361558064, 'OPINION': 0.0784723063334364, 'DEPENDENCE': 0.17153963048875825, 'ANGIOTENSIN': 0.08576981524437913, 'CONVERTING': 0.08576981524437913, 'SACE': 0.686158521955033, 'ROMER': 0.27468652179491587, 'GRANULOMATOUS': 0.08576981524437913, 'CGD': 0.25730944573313735, 'PAEDEATRIC': 0.09156217393163861, 'DEFINITELY': 0.09156217393163861}
01130;{'CYSTIC': 0.0032535624106450212, 'FIBROSIS': 0.003184107068012559, 'MEANS': 0.039892572158848866, 'SIGNIFICANTLY': 0.053354492176922085, 'WEEKS': 0.04844994475835435, 'DIAGNOSTIC': 0.0373452087885053, 'COULD': 0.02827549383212631, 'EARLY': 0.03389864850722293, 'USED': 0.027783569035247306, 'DIFFERENT': 0.02988108800802999, 'ERRORS': 0.05808153188859602, 'COLLECTION': 0.05510422254517765, 'ALSO': 0.022586417249517307, 'DIAGNOSIS': 0.05068255181543485, 'INVESTIGATED': 0.03596104461417559, 'PROTEIN': 0.02921359144913769, 'RANGES': 0.06055894788195592, 'DERIVED': 0.04041799949735251, 'BLOOD': 0.062161280916150044, 'GROUPS': 0.028998878576151656, 'EXAMINED': 0.03240941409007953, 'SIGNIFICANT': 0.022586417249517307, 'REASON': 0.050098480469768225, 'CASE': 0.03541225742194308, 'SIMILAR': 0.02837627544495546, 'PRENATAL': 0.10140165635112734, 'SEVERAL': 0.032131971425239304, 'PREGNANCIES': 0.06781557337457467, 'INBORN': 0.05808153188859602, 'METABOLISM': 0.04310594374235092, 'PRESENT': 0.02420784937372826, 'FETUS': 0.059258200775069166, 'MATERNAL': 0.12111789576391184, 'OBSERVED': 0.02607489838266559, 'KNOWN': 0.03488683008343942, 'DIFFERENCES': 0.02889290643181349, 'POLYACRYLAMIDE': 0.04844994475835435, 'GEL': 0.04310594374235092, 'DETECTION': 0.0373452087885053, 'ABNORMAL': 0.031335199559343364, 'OFTEN': 0.03673290087320441, 'ENZYME': 0.03240941409007953, 'FOUR': 0.03471654215587972, 'OPPORTUNITY': 0.06055894788195592, 'PROBABLY': 0.036149531924432245, 'OUTCOME': 0.059258200775069166, 'NORMALS': 0.04654684994567216, 'FLUID': 0.17807366885472437, 'FLUIDS': 0.14534983427506307, 'SECOND': 0.08308221574052543, 'AMNIOTIC': 0.36895064298801267, 'REASONS': 0.04897537209685801, 'YET': 0.04154110787026272, 'CRITICAL': 0.059258200775069166, 'INDIVIDUAL': 0.039144120037658305, 'NEEDED': 0.04794596951736355, 'VARIATION': 0.05133407872355813, 'CONCLUSIONS': 0.06556468995736536, 'TRIMESTER': 0.1482441251137417, 'ISOELECTRIC': 0.04794596951736355, 'QUESTION': 0.05510422254517765, 'OBSCURE': 0.05808153188859602, 'FRACTION': 0.04611362377516265, 'FOCUSING': 0.04794596951736355, 'EXAMINE': 0.059258200775069166, 'CONTRIBUTION': 0.05601913578164336, 'TITRATION': 0.06556468995736536, 'PREGNANCY': 0.06781557337457467, 'CIRCULATION': 0.06556468995736536, 'PROTEASE': 0.16275737609897922, 'BULK': 0.06556468995736536, 'CONTAMINATED': 0.07057043203277479, 'COUPLING': 0.07057043203277479, 'REFINED': 0.07412206255687084, 'HETEROGENOUS': 0.07412206255687084, 'METHYLUMBELLIFERYL': 0.06556468995736536, 'MUGB': 0.13563114674914933, 'GUANIDINOBENZOATE': 0.06556468995736536, 'TITRE': 0.06556468995736536, 'SUPERNATANT': 0.07412206255687084, 'DISTORT': 0.07912780463228028}
01131;{'CYSTIC': 0.009246966851306902, 'FIBROSIS': 0.009049567456456747, 'PATIENTS': 0.01865320678719524, 'SERUM': 0.029200351699148305, 'USING': 0.042140684034776006, 'DAMAGE': 0.13769984299742816, 'RESULTS': 0.0307963478080207, 'LEVELS': 0.10670134423899061, 'CHILDREN': 0.023516631105166174, 'ASSOCIATED': 0.04151405100666935, 'DISEASE': 0.020253760817438647, 'MEASURED': 0.1352578875063891, 'METHOD': 0.043465377938427675, 'CONTROLS': 0.07458826713523069, 'USED': 0.03948191389219354, 'RESULT': 0.0516423907441224, 'TRYPSIN': 0.23955227380075175, 'SIGNIFICANT': 0.0320964876703667, 'HYPOTHESIS': 0.059032100657741754, 'MIGHT': 0.05110253708330216, 'PROBLEMS': 0.055973269304324606, 'MAY': 0.024020317173279005, 'SEVERE': 0.09964278872748537, 'GENERAL': 0.05495100775828994, 'THEREFORE': 0.05248465774739188, 'PULMONARY': 0.034400628057403314, 'USUALLY': 0.06223072446114447, 'LUNG': 0.12317502215667857, 'EITHER': 0.048859846355058564, 'SINCE': 0.043465377938427675, 'DIFFERENCE': 0.08428136806955201, 'PLASMA': 0.04585724536916683, 'MODIFICATION': 0.07960614032128267, 'EXPLAINED': 0.07489975459155145, 'MILD': 0.06173649854944804, 'FOLLOWING': 0.0582159600325682, 'SHOWED': 0.04230090304465798, 'ANTITRYPSIN': 0.16841804430809132, 'TECHNIQUE': 0.05191867770847572, 'SUPPORT': 0.05528518661742494, 'LACK': 0.06173649854944804, 'EXCESS': 0.07596334444798013, 'RESPONSIBLE': 0.06125581479176183, 'MEASURING': 0.06884992149871408, 'STEATORRHEA': 0.07294842765979313, 'RADIOIMMUNOASSAY': 0.07596334444798013, 'DIFFERING': 0.10028429815183786, 'MALDIGESTION': 0.10028429815183786, 'LESSER': 0.08253691373642592, 'PROTEASE': 0.15419119840955925, 'SEE': 0.09317087520257182, 'PROTEASES': 0.08253691373642592, 'CROSSLEY': 0.10028429815183786, 'SPECTROPHOTOMETRICALLY': 0.22488955000753344, 'ERLANGER': 0.11244477500376672, 'KOJOWSKY': 0.11244477500376672, 'COHEN': 0.11244477500376672}
01132;{'CYSTIC': 0.007320515423951297, 'FIBROSIS': 0.007164240903028258, 'PATIENTS': 0.029534244079725797, 'STUDIED': 0.059629786060371885, 'SERUM': 0.04623389019031815, 'SIGNIFICANTLY': 0.06002380369903734, 'LEVELS': 0.11262919669671231, 'NORMAL': 0.032286891751506036, 'CHILDREN': 0.03723466591651311, 'ASSOCIATED': 0.0657305807605598, 'DISEASE': 0.03206845462761119, 'MEASURED': 0.07138610729503869, 'CONTROLS': 0.05904904481539096, 'INCREASED': 0.051983076081112835, 'CHRONIC': 0.1196521925220267, 'SHOW': 0.08402671977413692, 'FAMILY': 0.17951657471481988, 'PATIENT': 0.05614152752194961, 'DISORDERS': 0.09346749270809111, 'SEVERE': 0.07888387440925926, 'PULMONARY': 0.05446766109088858, 'INVOLVEMENT': 0.08547632402887498, 'STUDIES': 0.06186950090481936, 'DIFFERED': 0.12604305550869757, 'ENZYME': 0.07292118170267894, 'RANDOMLY': 0.14752055240407205, 'MEMBERS': 0.2613668934986821, 'PRELIMINARY': 0.12206803207423442, 'CHOSEN': 0.14752055240407205, 'CONSECUTIVE': 0.12398450072664971, 'SARCOIDOSIS': 0.15878347207374327, 'ANGIOTENSIN': 0.1667746407529594, 'CONVERTING': 0.1667746407529594, 'SACE': 0.6670985630118376, 'GRANULOMATOUS': 0.3335492815059188, 'CGD': 0.5003239222588782}
01133;{'CYSTIC': 0.005989512619596517, 'FIBROSIS': 0.005861651647932211, 'SERUM': 0.15131091335013214, 'LIFE': 0.14323889259969189, 'CHILDREN': 0.1218589066358611, 'MEASURED': 0.11681363011915423, 'MONTHS': 0.1450216522884774, 'SCREENING': 0.12720155738956723, 'CONTROLS': 0.09662570969791248, 'TEST': 0.09130677977126757, 'FIRST': 0.11881195391102314, 'TRYPSIN': 0.15516454098457785, 'BLOOD': 0.1144332671410944, 'POTENTIAL': 0.16123414974023798, 'NEWBORN': 0.1587082474150193, 'VARIETY': 0.15749605436583014, 'ESTABLISHED': 0.17474558262514397, 'RAISED': 0.16675055233134103, 'IMMUNOREACTIVE': 0.21384564013528537, 'ASSAY': 0.1540421495031973, 'DRIED': 0.24139726757029975, 'SPOT': 0.27290395759575176}
01134;{'CYSTIC': 0.009641654460813904, 'FIBROSIS': 0.009435829482037217, 'PATIENTS': 0.012966253498416205, 'CLINICAL': 0.12844330427247658, 'NORMAL': 0.05669893185630329, 'DISEASE': 0.05631533495580502, 'TESTS': 0.23704102646953587, 'OCCURRENCE': 0.09027565790518277, 'PREVALENCE': 0.09571818354699275, 'IMPRESSION': 0.1106719511783686, 'MEAN': 0.05995386479593357, 'ADDITIONAL': 0.08582879066630583, 'CONSIDERABLE': 0.0928454265797639, 'ALTHOUGH': 0.05880857252550012, 'ALLERGIES': 0.1394196340159697, 'POSITIVE': 0.2517766613390838, 'SKIN': 0.19044070869105245, 'ALLERGIC': 0.09472252514405971, 'GENERAL': 0.07639530346884212, 'LITTLE': 0.08387652950353665, 'HIGH': 0.0554679419139597, 'KNOWN': 0.06892276187216081, 'ASTHMA': 0.15466701088050358, 'OFTEN': 0.07256987733486726, 'HALF': 0.08947590612901225, 'CLINICALLY': 0.08947590612901225, 'POPULATION': 0.14673925822207554, 'FEATURE': 0.11262421234113779, 'IMPORTANT': 0.07141736794826858, 'OVERT': 0.12577046845656917, 'FREQUENT': 0.18055131581036554, 'NECESSARILY': 0.11964084825459585, 'INTEREST': 0.0978404122540569, 'PARTICULAR': 0.09376592238422359, 'IMMUNOLOGICAL': 0.11964084825459585, 'ACTUALLY': 0.1225136052218247, 'PRICK': 0.23414215916002942, 'ENVIRONMENTAL': 0.12577046845656917, 'IMPLY': 0.13397710837415971, 'AMONGST': 0.2928725398588556, 'HIDDEN': 0.15632566281011473}
01135;{'CYSTIC': 0.002803601651726029, 'FIBROSIS': 0.0027437518352023114, 'PATIENTS': 0.05655493547181536, 'CONCENTRATIONS': 0.2536170728169738, 'SERUM': 0.03541319248620114, 'BIRTH': 0.07210483593766683, 'LOW': 0.05467872048130623, 'PANCREATIC': 0.0445077459931573, 'DISEASE': 0.024563071629659636, 'MEASURED': 0.05467872048130623, 'AGE': 0.04247986982710784, 'HETEROZYGOTES': 0.1058459080397187, 'FOUND': 0.031611239534214415, 'DIAGNOSTIC': 0.06436089174189212, 'TEST': 0.042739343722720986, 'BASIC': 0.07060233450758271, 'CONCENTRATION': 0.10756546286260706, 'TRYPSIN': 0.14526042134726436, 'INDEX': 0.0817958046330461, 'WOULD': 0.05788239832129292, 'PARENTS': 0.12205927026286764, 'HIGH': 0.09677385610520628, 'DATA': 0.05292295401985935, 'DEFECT': 0.056592512750730475, 'ABNORMAL': 0.10800643252369416, 'SUGGEST': 0.05149719422660488, 'ZYMOGEN': 0.12162138286499485, 'HYPERSECRETION': 0.10436754847741339, 'CELLULAR': 0.08021903926807329, 'FACT': 0.1509426082674568, 'PREVIOUS': 0.06919897349073596, 'ESTABLISHED': 0.0817958046330461, 'DIMINISHED': 0.09083587258975388, 'USEFUL': 0.06831232037583027, 'PROGRESS': 0.1021258353783107, 'GRANULES': 0.11687364773064995, 'IMMUNOREACTIVE': 0.10009795921226124, 'SUPPORTS': 0.09496685162041255, 'EXCELLENT': 0.09654361698538537, 'FALL': 0.09824665331886487, 'INVARIABLY': 0.12162138286499485, 'RESERVE': 0.11687364773064995, 'SUGGESTION': 0.10687357051265559, 'ALLIED': 0.12774227802354338, 'IRT': 0.6387113901177169, 'SUPRANORMAL': 0.13636919521733412, 'UNCONTROLLED': 0.12774227802354338}
01136;{'CYSTIC': 0.004117789925972605, 'FIBROSIS': 0.004029885507953395, 'PATIENTS': 0.016613012294845762, 'DEMONSTRATED': 0.04415364432435302, 'COMPARED': 0.03167696157095034, 'ACTIVE': 0.05373340171320316, 'MANY': 0.041932167937157046, 'VALUE': 0.04836197141472153, 'ACTIVITY': 0.030456371269951092, 'HETEROZYGOTES': 0.03886529435833421, 'CONTROLS': 0.033215087708657415, 'LEVEL': 0.0467441483062709, 'MARKER': 0.06974128165874047, 'SIGNIFICANT': 0.028585934331420343, 'OBTAINED': 0.07394690335562978, 'LABORATORY': 0.05413926868825411, 'MAY': 0.021393094982451615, 'SKIN': 0.08133405267013699, 'SIMILAR': 0.03591372361002176, 'GENETIC': 0.04049437264465311, 'PRENATAL': 0.12833647131939555, 'INTRAUTERINE': 0.08057170635498961, 'ABNORMALITIES': 0.04481863829964671, 'FETAL': 0.06974128165874047, 'AMNIOCENTESIS': 0.08298031072729053, 'POTENTIAL': 0.0554242389732068, 'WOMAN': 0.08057170635498961, 'OBSERVED': 0.033001043265561136, 'DEFICIENCY': 0.042507386267199486, 'HUMAN': 0.041745039952052115, 'REDUCED': 0.04780387637406404, 'OBSERVATIONS': 0.09788148256945396, 'DIFFERENCES': 0.03656758470276395, 'PLASMA': 0.08168321831382841, 'STUDIES': 0.06960318851792179, 'SENSITIVE': 0.05373340171320316, 'RELATIVE': 0.05413926868825411, 'DETECTION': 0.14179508961885606, 'SUGGEST': 0.03781825201016296, 'SHOWED': 0.03767424177414851, 'BABY': 0.08057170635498961, 'PREVIOUS': 0.050817996157259224, 'FIBROBLASTS': 0.08540785947836335, 'FLUID': 0.22537448714426053, 'EXTENT': 0.05455596004891288, 'SITE': 0.06496969338450326, 'MUCH': 0.050489036638543094, 'OBLIGATE': 0.05184858940400606, 'AMNIOTIC': 0.26683037573240204, 'USEFUL': 0.05016686027600035, 'DONE': 0.05836255509044023, 'REACTIVITY': 0.13341518786620102, 'SAMPLE': 0.0626790141002552, 'SERINE': 0.08931570304148059, 'SUBSEQUENTLY': 0.07350943879650434, 'PROTEASE': 0.13732653608351372, 'EXTENDED': 0.08057170635498961, 'CULTIVATED': 0.17165817010439213, 'DELIVERED': 0.08931570304148059, 'METHYLUMBELLIFERYL': 0.08298031072729053, 'TITRANT': 0.08582908505219607, 'PROTEASES': 0.07350943879650434, 'MUGB': 0.17165817010439213, 'GUANIDINOBENZOATE': 0.08298031072729053}
01137;{'CYSTIC': 0.0036602577119756487, 'FIBROSIS': 0.003582120451514129, 'PATIENTS': 0.014767122039862898, 'LEVELS': 0.05631459834835616, 'NORMAL': 0.032286891751506036, 'SUBJECTS': 0.060423490850484554, 'CONDITIONS': 0.07421340435920376, 'ACTIVITY': 0.054144660035468604, 'FOUND': 0.04127022939189104, 'THREE': 0.06103401603711721, 'ACID': 0.06251303032930644, 'GROUPS': 0.06524747679634123, 'IDENTICAL': 0.10574062471584221, 'REPORTED': 0.06697642982070846, 'EXPERIMENTS': 0.11019458721793052, 'DEGREES': 0.20946082475552472, 'ASSAYED': 0.11272158105697849, 'CARRIERS': 0.09034310427957194, 'DIFFERENCES': 0.06500903947158035, 'PLASMA': 0.07260730516784747, 'RESIDUAL': 0.11859127810328979, 'ACTIVITIES': 0.09624758877911842, 'ALPHA': 0.07773428507140219, 'HEAT': 0.12027529537596852, 'CLEARLY': 0.11407686339501825, 'PHOSPHATASE': 0.11142935840045368, 'RESPECTIVELY': 0.09774945603662608, 'REPEATED': 0.107878431414068, 'DISTINGUISH': 0.1395293837248559, 'ABNORMALLY': 0.11859127810328979, 'MANNOSIDASE': 0.1362576327344008, 'INACTIVATION': 0.15878347207374327, 'THERMOLABILE': 0.15878347207374327, 'HOSLI': 0.152585040092793, 'VOGT': 0.15878347207374327, 'ESTHER': 0.1667746407529594}
01139;{'CYSTIC': 0.0016069424101356508, 'FIBROSIS': 0.001572638247006203, 'ADDITION': 0.03709824811253939, 'ONE': 0.03827097236700314, 'SIGNIFICANTLY': 0.026351913819089568, 'CHANGED': 0.06288523422828458, 'NORMAL': 0.014174732964075823, 'CHILDREN': 0.016346926499932586, 'MEASURED': 0.031340242227090157, 'ACTIVITY': 0.14262495814221, 'NORMALLY': 0.05136740973022542, 'HETEROZYGOTES': 0.06066777655935097, 'TWO': 0.06105282995928326, 'CONTROLS': 0.025923970894561884, 'DIFFERENT': 0.029516684495736942, 'ALSO': 0.04462194627343664, 'INCREASED': 0.022821838279512955, 'CONSIDERED': 0.03589775941969484, 'DIAGNOSIS': 0.025032235957623314, 'TOTAL': 0.061403216514733586, 'ESPECIALLY': 0.08451007795239666, 'SHOW': 0.03688977941303573, 'ALTHOUGH': 0.02940428626275006, 'WOULD': 0.06635299319757969, 'POSSIBLE': 0.02974463733734856, 'DEPEND': 0.059820424127297926, 'INCREASE': 0.03147208266738547, 'FORM': 0.04046719172995595, 'THEREFORE': 0.03648323770245534, 'DECREASED': 0.06960985643232415, 'LEADING': 0.05631210617056889, 'OBSERVATIONS': 0.03819765173442106, 'DATA': 0.030333888279675484, 'ASSAYED': 0.049487523390868614, 'PLASMA': 0.12750551151426875, 'LESS': 0.02918255066417457, 'RELATIVE': 0.04225503897619833, 'WIDELY': 0.0553359755891843, 'SUGGEST': 0.029516684495736942, 'ALPHA': 0.4436542123587345, 'UPON': 0.04397550968668498, 'HOMOZYGOTES': 0.07733350544025179, 'PROPERTIES': 0.042914395333152916, 'OPTIMUM': 0.1147464410482019, 'STABILITY': 0.12577046845656917, 'FLUIDS': 0.04785909177349638, 'PHOSPHATASE': 0.04892020612702845, 'DIFFER': 0.04688296119211179, 'PROPORTION': 0.09571818354699275, 'GENETICALLY': 0.0553359755891843, 'TYPES': 0.041938264751768324, 'SITUATIONS': 0.06288523422828458, 'STABLE': 0.09897504678173723, 'DISTINCT': 0.0553359755891843, 'MUTATION': 0.058535539790007356, 'WHETHER': 0.039154622654439294, 'BASE': 0.05737322052410095, 'REFLECTED': 0.059820424127297926, 'KINETICS': 0.0553359755891843, 'SAMPLE': 0.04892020612702845, 'CONTRIBUTE': 0.049487523390868614, 'VARY': 0.05631210617056889, 'FORMS': 0.10273481946045084, 'MANNOSIDASE': 0.777665513654873, 'INTERMEDIATE': 0.16077253004899167, 'EXTRACELLULAR': 0.0553359755891843, 'THERMAL': 0.0647651205676414, 'PHYSICOCHEMICAL': 0.0732181349647139, 'PROPORTIONS': 0.1886557026848537, 'EXPLANATIONS': 0.06698855418707986, 'ACIDIC': 0.2450272104436494, 'MANIFESTED': 0.06970981700798486, 'STRUCTURALLY': 0.0732181349647139, 'ALTERNATIVELY': 0.06970981700798486, 'THERMOLABILE': 0.06970981700798486, 'COMPOSITE': 0.0732181349647139, 'THERMOSTABILITY': 0.0732181349647139, 'HOSLI': 0.20096566256123954, 'VOGT': 0.20912945102395455, 'ESTHER': 0.0732181349647139, 'THERMOSTABILITIES': 0.07816283140505736, 'FAVOURED': 0.07816283140505736}
